ts,open,high,low,close,volume
1785778200000,63828.0,63930.81,63793.21,63900.01,115.95129
1785779100000,63900.0,63956.67,63868.47,63906.0,110.89376
1785780000000,63905.99,64000.0,63870.04,63966.13,95.35318
1785780900000,63966.12,63988.0,63814.05,63849.36,87.36622
1785781800000,63849.37,63926.81,63810.0,63852.0,94.85856
1785782700000,63852.0,63919.31,63768.0,63870.87,90.46681
1785783600000,63870.87,63932.17,63846.0,63920.0,82.95967
1785784500000,63920.0,64012.0,63920.0,63967.99,126.29083
1785785400000,63968.0,64080.0,63864.27,63954.71,182.46183
1785786300000,63954.71,63975.34,63861.08,63869.38,153.4695
1785787200000,63869.38,63957.51,63816.65,63897.98,103.34332
1785788100000,63897.98,64023.61,63896.71,63958.99,122.14249
1785789000000,63958.99,63958.99,63907.7,63926.1,98.95259
1785789900000,63926.1,63926.1,63769.92,63775.43,174.5552
1785790800000,63775.43,63787.25,63712.23,63722.47,162.91243
1785791700000,63722.48,63791.98,63687.41,63730.01,103.76547
1785792600000,63730.01,63734.09,63670.0,63681.47,73.31068
1785793500000,63681.48,63681.48,63548.0,63590.15,87.96156
1785794400000,63590.15,63611.59,63392.01,63498.2,214.46028
1785795300000,63498.2,63680.0,63498.19,63535.63,95.86469
1785796200000,63535.63,63565.23,63496.18,63509.53,76.20044
1785797100000,63509.54,63638.36,63509.54,63618.0,35.95746
1785798000000,63618.01,63618.01,63528.01,63542.36,57.38908
1785798900000,63542.37,63621.35,63527.38,63572.0,244.87296
1785799800000,63572.0,63572.01,63465.43,63500.32,93.50737
1785800700000,63500.31,63523.7,63483.99,63520.0,64.44026
1785801600000,63520.0,63585.09,63469.9,63469.91,93.32226
1785802500000,63469.91,63497.97,63390.21,63462.22,206.97065
1785803400000,63462.22,63462.22,63343.19,63399.99,151.97351
1785804300000,63400.0,63477.94,63322.01,63361.99,83.96766
1785805200000,63362.0,63497.54,63361.99,63476.82,94.62216
1785806100000,63476.83,63574.71,63420.75,63525.99,273.84497
1785807000000,63526.0,63927.99,63526.0,63810.0,245.54378
1785807900000,63810.0,63882.8,63740.98,63847.93,194.62178
1785808800000,63847.92,63867.95,63758.36,63772.01,222.32934
1785809700000,63772.01,63808.79,63688.0,63693.56,193.79035
1785810600000,63693.56,63972.0,63686.44,63902.02,139.99613
1785811500000,63902.02,63926.43,63807.35,63822.44,40.09326
1785812400000,63822.45,63836.0,63690.18,63690.18,52.72054
1785813300000,63690.19,63792.0,63649.0,63774.0,101.05996
1785814200000,63773.99,63860.0,63773.99,63836.03,106.03799
1785815100000,63836.03,63837.79,63800.01,63800.01,83.31436
1785816000000,63800.01,63827.84,63762.0,63802.0,141.45722
1785816900000,63802.01,63875.01,63797.04,63834.02,139.87825
1785817800000,63834.01,64054.0,63834.01,64054.0,187.65484
1785818700000,64054.0,64243.81,64029.0,64029.0,326.10013
1785819600000,64029.01,64056.0,63840.36,63840.37,98.45597
1785820500000,63840.36,63890.0,63812.5,63817.63,56.29943
1785821400000,63817.64,63862.0,63810.0,63861.99,39.84653
1785822300000,63861.99,63862.0,63788.23,63818.48,112.14443
1785823200000,63818.47,63847.82,63774.91,63804.89,78.27903
1785824100000,63804.89,63859.71,63761.0,63764.07,65.47674
1785825000000,63764.07,63780.7,63693.77,63706.0,68.96364
1785825900000,63706.0,63706.0,63654.16,63669.99,51.03328
